2017 다모아 빅데이터 기관정보 (대전),,,,,,,,,,,
번호,강좌지역,기관유형,기관분류,기관명,주소(도로명),대표전화,홈페이지,상태,비고,,
441,대전광역시 동구,공공,주민자치기관,대청동주민센터,대전광역시 동구 옥천로 633,042-259-7621,https://lll.donggu.go.kr,,대전광역시 동구 평생학습과,,
442,대전광역시 동구,공공,박물관 및 미술관,대청호자연생태관,대전광역시 동구 천개동로 41,042-251-4781,http://nature.donggu.go.kr/index.jsp,,,,
443,대전광역시 서구,민간,직업훈련시설,대한간호학원,대전광역시 서구 구봉로147번길 64 청솔빌딩 5층,042-544-2277,http://www.dhna.kr/,,,,
444,대전광역시 동구,민간,복지관,대한노인회 동구지회(동구중앙노인복지관),대전광역시 동구 선화로 220-2,042-221-4705,미운영,,180122 폐쇄,,
445,대전광역시 서구,민간,직업훈련시설,대한부동산경매학원,대전광역시 서구 둔산로31번길 10-23 피카소빌딩 701호,042-471-0492~3,http://www.dli.or.kr/,,,,
446,대전광역시 중구,민간,교육산업,대한적십자사대전충남지사평생교육원,대전광역시 중구 선화서로 19 1층,042-220-0100,http://www.redcross.or.kr/daejeon/main.do,,,,
447,대전광역시 중구,민간,직업훈련시설,대한제과제빵학원,대전광역시 중구 목척8길 31,042-223-0888,http://www.lets1010.com/,,,,
448,대전광역시 대덕구,공공,주민자치기관,대화동주민센터,대전광역시 대덕구 동심5길 10,042-608-5602,http://www.daedeok.go.kr/dpt/goContents.do?link=/dpt/dpt05/DPT05010402_02&menuId=DPT0501040202,,대전광역시 대덕구청,,
449,대전광역시 중구,공공,주민자치기관,대흥동주민센터,대전광역시 중구 대흥로 109,042-253-4403,http://www.djjunggu.go.kr/html/dong/dong_010407.html,,대전광역시 중구청,,
450,대전광역시 중구,공공,청소년시설,대흥동청소년문화의집,대전광역시 중구 대흥로 128,042-224-1318,http://blog.daum.net/djyouth1318,,,,
451,대전광역시 유성구,공공,학교,덕송초등학교,대전광역시 유성구 현충원로 265, 042-822-1786,http://nyjdeoksong.es.kr/,,,,
452,대전광역시 대덕구,공공,주민자치기관,덕암동주민센터,대전광역시 대덕구 덕암북로104번길 60,042-608-5611,http://www.daedeok.go.kr/dpt/goContents.do?link=/dpt/dpt05/DPT05010402_11&menuId=DPT0501040211,,대전광역시 대덕구청,,
453,대전광역시 서구,공공,주민자치기관,도마1동주민센터,대전광역시 서구 도산로 64,042-525-5620,https://www.seogu.go.kr/dong/content.do?mnucd=SGDONG0200017,,대전광역시 서구청,,
454,대전광역시 서구,공공,주민자치기관,도마2동주민센터,대전광역시 서구 도림1길 14,042-525-5610,https://www.seogu.go.kr/dong/content.do?mnucd=SGDONG0300017,,,,
455,대전광역시 서구,민간,청소년시설,도솔청소년문화의집,대전광역시 서구 배재로197번길 41,042-525-1913,http://www.dosolyouth.com/,,,,
456,대전광역시 동구,공공,복지관,동구노인종합복지관,대전광역시 동구 충정로 53-30,042-626-2736~7,http://www.beautysilver.or.kr/,,,,
457,대전광역시 동구,공공,복지관,동구다기능노인종합복지관,대전광역시 동구 동부로 23,042-282-5910,http://dagineung.or.kr/,,,,
458,대전광역시 동구,공공,문화예술,대전동구문화원,대전광역시 동구 백룡로 20,042-623-7211,http://www.dgcc.or.kr/,,,,
459,대전광역시 동구,공공,국가 및 지자체,동구청,대전광역시 동구 동구청로 147,042-251-4114,https://lll.donggu.go.kr,,대전광역시 동구 평생학습과,,
460,대전광역시 동구,공공,청소년시설,동구청소년자연수련관,대전광역시 동구 산내로474번길 123,042-274-2270,http://www.yntc.or.kr/,,,,
461,대전광역시 대덕구,공공,학교,동대전고등학교,대전광역시 대덕구 청림길 33,042-630-6104,http://ddjhs.djsch.kr/main.do,,도메인주소 같음,,
462,대전광역시 동구,공공,학교,동대전중학교,대전광역시 동구 충정로 73-6,042-330-8800,http://dongdaejeonms.djsch.kr/main.do,,,,
463,대전광역시 동구,공공,학교,동대전초등학교,대전광역시 동구 비래서로62번길 60,042-623-4046,http://ddjes.djsch.kr/main.do,,도메인주소 같음,,
464,대전광역시 동구,민간,문화센터,동대전풀잎문화센터,대전광역시 동구 홍도로9번길 20 2층,042-301-5579,http://ddj.pulib.com/,,,,
465,대전광역시 중구,공공,학교,동명중학교,대전광역시 중구 사득로54번길 29,042-272-6696,http://dongmyungms.djsch.kr/main.do,,,,
466,대전광역시 동구,공공,학교,동명초등학교,대전광역시 동구 천개동로 16,042-273-1271,http://djdmes.djsch.kr/main.do,,,,
467,대전광역시 서구,공공,학교,동방고등학교,대전광역시 서구 계백로 1106,042-333-5803,http://dbhs.djsch.kr/main.do,,,,
468,대전광역시 서구,공공,학교,동방여자중학교,대전광역시 서구 복수중로 27,042-580-3701,http://dongbangms.djsch.kr/main.do,,,,
469,대전광역시 대덕구,공공,여성관련시설,동부여성가족원,대전광역시 대덕구 선비마을로 260,"042-270-7710~4
042-270-7720-3",http://www.daejeon.go.kr/lif/index.do,,대전광역시 여성가족원,,
470,대전광역시 서구,민간,박물관 및 미술관,동산도기박물관,대전광역시 서구 조달청길 36,042-534-3453,http://www.dongsanmuseum.org/,,,,
471,대전광역시 동구,공공,학교,동신과학고등학교,대전광역시 동구 옥천로 423,042-717-9400,http://ddsciencehs.djsch.kr/main.do,,,,
472,대전광역시 동구,공공,학교,동신중학교,대전광역시 동구 동부로 56-22,042-283-4081,http://dongsinms.djsch.kr/main.do,,,,
473,대전광역시 동구,공공,학교,동아마이스터고등학교,대전광역시 동구 충정로 97,"042-620-1111
042-620-1130~7",http://dongahs.djsch.kr/main.do,,,,
474,대전광역시 서구,공공,주민자치기관,둔산1동주민센터,대전광역시 서구 둔산중로 65,042-483-4418,https://www.seogu.go.kr/dong/content.do?mnucd=SGDONG0800017,,대전광역시 서구청,,
475,대전광역시 서구,공공,주민자치기관,둔산2동주민센터,대전광역시 서구 둔산서로 80,042-487-4562,https://www.seogu.go.kr/dong/content.do?mnucd=SGDONG0900017,,,,
476,대전광역시 서구,공공,주민자치기관,둔산3동주민센터,대전광역시 서구 둔산북로 232-52,042-482-7970,https://www.seogu.go.kr/dong/content.do?mnucd=SGDONG1000017,,,,
477,대전광역시 서구,민간,직업훈련시설,둔산간호학원,대전광역시 서구 대덕대로167번길 5 6층,042-526-2555,http://dsnursing.com/,,,,
478,대전광역시 서구,공공,도서관,둔산도서관,대전광역시 서구 청사로 263,042-471-2572~3,http://www.dunsanlib.or.kr/flow/,,,,
479,대전광역시 서구,민간,기타,둔산베이징중국어학원,대전광역시 서구 둔산로 130 대덕프라자 7층,042-484-0082,http://www.chinesebank.co.kr/,,,,
480,대전광역시 서구,민간,직업훈련시설,둔산요리제과제빵학원,대전광역시 서구 계룡로553번안길 47 중림빌딩 5층,042-488-2261~2,http://대전요리학원.kr/,,,,
481,대전광역시 서구,민간,직업훈련시설,둔산음식나라조리제과제빵학원,대전광역시 서구 둔산남로 3,042-471-9337~9,http://esnara.co.kr/,,,,
482,대전광역시 서구,민간,직업훈련시설,둔산제일경찰학원,대전광역시 서구 둔산서로 31 2층,042-226-6112,http://www.jeil21.com/,,변경 후-대전제일고시학원,,
483,대전광역시 서구,공공,복지관,둔산종합사회복지관,대전광역시 서구 둔산로 241,042-482-2032,http://www.dswelfare.or.kr/,,,,
484,대전광역시 서구,민간,직업훈련시설,둔산직업전문학교,대전광역시 서구 문정로 66 7층,"042-477-0300
042-488-0300",http://www.okpassjob.or.kr/,,,,
485,대전광역시 서구,민간,직업훈련시설,둔산컴퓨터학원,대전광역시 서구 문예로 11 소천빌딩 3층,042-471-1100,http://www.duncom.co.kr/,,,,
486,대전광역시 서구,민간,문화센터,둔산풀잎문화센터,대전시광역시 서구 둔산로 67 경보빌딩 203호,042-488-6908,http://dunsan.pulib.com/,,,,
487,대전광역시 중구,민간,교육산업,디에스평생교육원,대전광역시 대전시 중구 대흥로 157번길 5  2층,042-823-8416,http://www.kgsac.com/,,,,
488,대전광역시 서구,민간,교육산업,래더인평생교육원,대전광역시 서구 계룡로 566 한양빌딩 4층,042-320-9155,https://www.facebook.com/pages/%EB%9E%98%EB%8D%94%EC%9D%B8%ED%8F%89%EC%83%9D%EA%B5%90%EC%9C%A1%EC%9B%90/1562360350729060,,,,
489,대전광역시 서구,민간,직업훈련시설,럭셔리뷰티아카데미학원,대전광역시 서구 문정로 82,042-483-3600,http://blog.naver.com/lbacademy,,,,
490,대전광역시 유성구,민간,문화센터,롯데마트 문화센터 노은점,대전광역시 유성구 북유성대로 206-0 롯데마트 3층,042-820-8390~1,http://culture.lottemart.com/cu/branch/main.do?branchCd=516,,롯데마트 문화센터,,
491,대전광역시 유성구,민간,문화센터,롯데마트 문화센터 대덕점,대전광역시 유성구 테크노중앙로 14 대덕테크노밸리 2층,042-930-2590~1,http://culture.lottemart.com/cu/branch/main.do?branchCd=508,,,,
492,대전광역시 유성구,민간,문화센터,롯데마트 문화센터 서대전점,대전광역시 유성구 유성대로 26-37,042-540-2590~1,http://culture.lottemart.com/cu/branch/main.do?branchCd=504,,,,
493,대전광역시 서구,민간,문화센터,롯데문화센터 대전점,대전광역시 서구 계룡로 612 3층 (백화점 외부),042-601-2800~1,https://culture.lotteshopping.com,,,,
494,대전광역시 서구,민간,직업훈련시설,루디아헤어디자인아카데미학원,대전광역시 서구 둔산로 8 9층,042-382-4600,http://rudia.foredu.kr/,,,,
495,대전광역시 중구,민간,직업훈련시설,리더스간호아카데미학원,대전광역시 중구 중앙로 70 3층,042-221-1701~2,http://www.djleaders.com/,,,,
496,대전광역시 서구,공공,주민자치기관,만년동주민센터,대전광역시 서구 만년로 19,042-488-6831,https://www.seogu.go.kr/dong/content.do?mnucd=SGDONG1900017,,대전광역시 서구청,,
497,대전광역시 동구,공공,학교,명석고등학교,대전광역시 동구 우암로 380,042-623-2111,http://mshs.djsch.kr/main.do,,,,
498,대전광역시 서구,민간,기타,명품실용음악학원,대전광역시 서구 관저중로95번길 57 3층,042-541-9565,http://www.mp-music.com/,,,,
499,대전광역시 중구,민간,기타,모던실용음악학원,대전광역시 중구 계룡로 833 4층,042-255-0979,http://cafe.daum.net/MDmusic/,,,,
500,대전광역시 서구,민간,직업훈련시설,모델인아카데미,대전광역시 서구 도산로 172-1,042-522-5352,http://www.modelin.co.kr/,,,,
501,대전광역시 중구,민간,기타,모즈패션디자인학원,대전광역시 중구 보문로 241-1 정진빌딩 4층,042-224-1235,http://blog.naver.com/fufuberry,,,,
502,대전광역시 중구,공공,주민자치기관,목동주민센터,대전광역시 중구 목중로39번길 39,042-253-4404,http://www.djjunggu.go.kr/html/dong/dong_010207.html,,대전광역시 중구청,o,
503,대전광역시 대덕구,공공,주민자치기관,목상동주민센터,대전광역시 대덕구 대덕대로140번길 7,042-608-5612,http://www.daedeok.go.kr/dpt/goContents.do?link=/dpt/dpt05/DPT05010402_12&menuId=DPT0501040212,,대전광역시 대덕구청,o,
504,대전광역시 유성구,민간,직업훈련시설,목수아카데미학원,대전광역시 유성구 엑스포로 600,042-933-5016,http://www.moksu.or.kr/,,,,
505,대전광역시 서구,공공,학교,목원대학교 미래창의평생교육원,대전광역시 서구 도안북로 88 캠퍼스타운 3층,042-829-7291~3,http://mice.mokwon.ac.kr/,,,o,
506,대전광역시 서구,공공,도서관,목원대학교 중앙도서관,대전광역시 서구 도안북로 88,042-829-7221~4,http://lib.mokwon.ac.kr/,,,자료없음,
507,대전광역시 동구,민간,도서관,무지개도서관,대전광역시 동구 동부로 56-22,042-259-7041,http://lib.donggu.go.kr/html/library/rainbowlib/,,대전광역시 동구 공공도서관,,
508,대전광역시 유성구,공공,학교,문지초등학교,대전광역시 유성구 전민로 41,042-862-6350,http://munjies.djsch.kr/main.do,,,자료없음,
509,대전광역시 중구,공공,주민자치기관,문창동 주민센터,대전광역시 중구 보문로20번길 38,042-272-4406,http://www.djjunggu.go.kr/html/dong/dong_010507.html,,대전광역시 중구청,o,
510,대전광역시 중구,공공,주민자치기관,문화1동주민센터,대전광역시 중구 문화로 195,042-583-0435,http://www.djjunggu.go.kr/html/dong/dong_011507.html,,,o,
511,대전광역시 중구,공공,주민자치기관,문화2동주민센터,대전광역시 중구 당디로6번길 90,042-582-3290,http://www.djjunggu.go.kr/html/dong/dong_011607.html,,,o,
512,대전광역시 유성구,민간,문화예술,문화가치원(공유공간 벌집),대전광역시 유성구 대학로 195-1 2층,042-349-1020,http://birlzip.blog.me/,,,,
513,대전광역시 서구,민간,직업훈련시설,문화커피제과교육원(구 대전문화요리제과직업전문학교),대전광역시 서구 계룡로491번길 58,042-472-0066,http://www.tbat.co.kr/,,,,
514,대전광역시 서구,민간,기타,뮤지션실용음악학원,대전광역시 서구 탄방로7번길 89,042-488-1007,http://www.musick.kr/,,180122 폐쇄,,
515,대전광역시 대덕구,민간,직업훈련시설,미래간호조무사학원,대전광역시 대덕구 계족로 565 스마트빌딩 3층,042-636-8250,http://cafe.naver.com/miraenurseaid/,,,,
516,대전광역시 동구,민간,직업훈련시설,미래인재교육학원,대전광역시 동구 대전천동로 600 중동타워4층,042-221-2290,http://blog.naver.com/alfodlsworyd,,,,
517,대전광역시 중구,민간,직업훈련시설,미즈간호전문학원 대전은행점,대전광역시 중구 중앙로 153,042-257-2094,http://www.miz1004.net/,,미즈간호학원,,
518,대전광역시 서구,민간,직업훈련시설,미즈간호학원 대전점,대전광역시 서구 대덕대로 193  하나빌딩 4층,042-486-0301,http://www.miz1004.net/,,,,
519,대전광역시 중구,민간,기타,민어학원,대전광역시 중구 중앙로122번길 25,042-255-3524,http://www.minstructure.hol.es/,,,,
520,대전광역시 중구,민간,직업훈련시설,민족부사관장교학원,대전광역시 중구 대종로 515,042-222-9013,http://mjdaejeon.kr/,,,,
521,대전광역시 서구,민간,직업훈련시설,민지뷰티스토리아카데미,대전광역시 서구 문정로 64 솔림빌딩 3층,042-485-8881~2,http://www.mjbs.kr/,,,,
